epoch,train_loss,train_acc,val_loss,val_acc
1,1.6626046895980835,0.25273117423057556,1.5777205228805542,0.3225591480731964
2,1.4792522192001343,0.34223490953445435,1.3547800779342651,0.42002665996551514
3,1.389855146408081,0.392788290977478,1.2519679069519043,0.46634456515312195
4,1.326250433921814,0.4350232183933258,1.2171034812927246,0.4900033175945282
5,1.2797894477844238,0.45630133152008057,1.1063495874404907,0.5179939866065979
6,1.2378343343734741,0.4827561676502228,1.11553156375885,0.5398200750350952
7,1.2057067155838013,0.501463770866394,1.078757882118225,0.5384871959686279
8,1.1773598194122314,0.5178507566452026,1.1450546979904175,0.5104964971542358
9,1.155135989189148,0.5263477563858032,1.0450774431228638,0.5704765319824219
10,1.1299737691879272,0.5401285290718079,1.032150149345398,0.5719760060310364
11,1.125069260597229,0.5401285290718079,0.9775756597518921,0.5946351289749146
12,1.1071372032165527,0.5492681264877319,0.995022714138031,0.591802716255188
13,1.0979387760162354,0.5535166263580322,1.2097960710525513,0.4686771035194397
14,1.083366870880127,0.5613352656364441,0.9573260545730591,0.6087970733642578
15,1.0757254362106323,0.5634773373603821,0.9136673808097839,0.6242918968200684
16,1.0645828247070312,0.5715101957321167,0.9700754284858704,0.6076307892799377
17,1.0526279211044312,0.5764012932777405,0.9225512146949768,0.6224591732025146
18,1.042262077331543,0.5776151418685913,0.8828212022781372,0.6376208066940308
19,1.0404616594314575,0.5792931318283081,0.8688084483146667,0.6412862539291382
20,1.0281072854995728,0.5861120820045471,0.8863466382026672,0.6347883939743042
21,1.0210398435592651,0.5893609523773193,0.8652673363685608,0.638953685760498
22,1.0190876722335815,0.5876115560531616,0.9003774523735046,0.6366211175918579
23,1.0056748390197754,0.5949660539627075,0.8887366056442261,0.6416194438934326
24,1.006082534790039,0.5936451554298401,0.8887274265289307,0.6432855725288391
25,0.9930056929588318,0.5975366234779358,0.918910801410675,0.6387870907783508
26,0.9889466166496277,0.6041056513786316,0.8434942960739136,0.6526157855987549
27,0.9863282442092896,0.6014280319213867,0.8977177739143372,0.638953685760498
28,0.9780595898628235,0.607140302658081,0.8806607127189636,0.6427857279777527
29,0.9777905344963074,0.6066404581069946,0.8366780281066895,0.6642785668373108
30,0.9710198640823364,0.6095322966575623,0.8258383870124817,0.670943021774292
31,0.9630250930786133,0.6128882765769958,0.8232035636901855,0.6667777299880981
32,0.9650556445121765,0.6111745834350586,0.8190182447433472,0.6629456877708435
33,0.9571897983551025,0.6138522028923035,0.8104020953178406,0.6726091504096985
34,0.9546459913253784,0.6173866391181946,0.9901517033576965,0.6002998948097229
35,0.9502745270729065,0.6233845353126526,0.8204987049102783,0.6696101427078247
36,0.9409619569778442,0.6204569935798645,0.8514401316642761,0.6566144824028015
37,0.9427936673164368,0.622634768486023,1.0234354734420776,0.5764744877815247
38,0.9367180466651917,0.623634397983551,0.824385941028595,0.6672775745391846
39,0.9370927810668945,0.6243841648101807,0.8075374364852905,0.6747750639915466
40,0.9301154017448425,0.6262049078941345,0.7983795404434204,0.6759413480758667
